400,1,212.30,11093.18,13088.27,338.09,750.38,906.623126,0.048250,11.704174
400,1,264.51,13978.72,16395.34,663.63,537.56,1215.426253,0.059917,11.163287
400,1,362.63,19326.99,22161.23,204.27,880.12,1749.852014,0.082250,11.813692
400,1,246.01,13547.49,15194.12,67.48,578.37,1000.777910,0.055833,11.472906
400,1,310.16,16495.38,19411.25,165.25,1194.77,1555.844442,0.070417,11.641178
400,1,409.08,22043.12,24460.13,140.96,518.64,1757.413876,0.092667,11.748157
400,1,331.09,17477.23,20307.69,325.27,801.34,1703.851173,0.075000,11.711659
400,1,346.91,18039.65,20829.66,352.05,792.36,1645.608842,0.078583,11.665231
400,1,246.68,13152.36,15472.51,312.91,774.79,1232.449503,0.056083,11.373249
400,1,286.02,14930.38,17557.02,206.96,917.13,1502.554982,0.065000,11.661729
400,1,288.79,15402.06,17725.22,403.69,499.11,1420.358278,0.065417,11.770860
400,1,302.67,16506.61,18556.46,100.64,711.82,1237.386067,0.068667,11.634246
400,1,239.02,12440.41,14965.70,381.64,688.49,1455.170538,0.054250,9.168644
400,1,292.10,15420.38,17918.41,405.26,632.72,1460.051171,0.066167,8.909855
400,1,213.74,11462.99,13296.31,444.78,540.43,848.109639,0.048417,8.841501
400,1,422.69,22603.73,25496.03,421.80,685.87,1784.624168,0.095750,9.318913
400,1,452.03,24415.22,27610.55,121.47,1061.52,2012.338231,0.102500,9.365020
400,1,276.65,14049.86,16488.97,480.43,383.08,1575.601876,0.062667,8.776478
400,1,281.06,14899.90,17336.45,527.85,542.73,1365.968336,0.063667,8.977050
400,1,356.70,19122.69,22018.72,348.27,718.30,1829.462723,0.081083,9.402898
400,1,354.64,18884.55,21727.42,390.32,799.84,1652.710496,0.080333,9.123449
400,1,242.51,12398.20,15203.99,585.51,787.98,1432.297633,0.055250,8.813098
400,1,319.32,17119.45,19426.89,239.06,622.46,1445.920282,0.072333,9.129597
400,1,364.10,19640.43,22178.51,256.10,610.86,1671.115632,0.082583,9.381436
400,1,358.31,18764.52,21618.03,446.58,698.86,1708.068578,0.081167,8.986404
400,1,254.57,13572.84,15507.86,244.31,692.81,997.896084,0.057667,8.738016
400,1,353.67,18750.46,22210.92,524.82,1201.81,1733.831012,0.080167,9.127470
400,1,274.44,14490.97,16700.01,290.25,446.98,1471.814742,0.062167,8.863729
400,1,290.99,15897.11,18141.79,148.43,832.22,1264.032597,0.065917,9.153554
400,1,209.32,10655.24,12890.55,498.72,497.11,1239.481038,0.047417,8.890088
400,1,358.68,19106.41,22102.81,385.54,813.40,1797.475547,0.081250,9.175977
400,1,260.03,14079.81,16200.92,123.53,977.74,1019.831997,0.059167,9.187130
400,1,366.04,19247.36,22489.53,498.30,925.14,1818.725139,0.082917,9.265414
400,1,267.22,14594.85,16790.10,110.51,801.26,1283.477135,0.060583,9.231497
400,1,381.57,20486.18,23907.79,255.36,1570.51,1595.733460,0.086750,9.466670
400,1,249.19,13862.67,15532.98,96.75,570.71,1002.854253,0.056500,9.347365
400,1,289.89,15584.55,17825.16,118.71,503.61,1618.278125,0.065667,9.389053
400,1,323.00,17327.80,19525.36,158.90,657.62,1381.044872,0.073167,9.111094
400,1,373.03,20946.68,23302.76,303.27,641.68,1411.130086,0.084500,9.232079
400,1,329.99,17135.88,19978.45,742.23,738.46,1361.874276,0.074750,8.999311
400,1,244.27,12729.81,15187.69,676.98,619.25,1161.641249,0.055333,8.985490
400,1,225.99,12137.58,14260.91,260.23,861.32,1001.771484,0.051667,9.075571
400,1,428.15,23326.64,26340.36,192.32,1063.50,1757.903885,0.097250,9.415385
400,1,236.55,12728.48,14572.87,104.47,696.40,1043.525906,0.053583,8.870346
400,1,235.21,12892.88,14824.13,142.13,625.03,1164.096011,0.053333,9.415310
400,1,295.54,14993.92,17867.32,512.14,827.33,1533.930631,0.067000,9.182478
400,1,260.59,13692.13,16343.73,502.01,1031.93,1117.665210,0.059083,9.323107
400,1,433.21,23356.68,26572.07,149.82,1154.61,1910.966684,0.098500,9.215626
400,1,365.94,19459.78,22166.31,149.68,980.32,1576.523918,0.083000,9.374687
400,1,194.61,9979.73,12168.84,512.96,699.72,976.421337,0.044083,8.914023
400,1,352.20,18330.84,21151.68,324.28,948.15,1548.401138,0.079833,9.282015
400,1,387.38,21002.45,23236.37,72.22,658.82,1502.876892,0.087750,9.339397
400,1,263.96,14443.18,16608.77,192.17,918.05,1055.368300,0.060333,9.759500
400,1,307.92,15932.15,19154.16,535.97,854.40,1831.646071,0.069750,9.075494
400,1,264.27,13029.89,16639.31,568.60,1224.48,1816.330114,0.059917,9.177874
400,1,330.70,17750.52,20214.21,249.32,704.16,1510.205680,0.075333,9.372902
400,1,397.31,21508.32,24178.20,72.46,773.45,1823.978710,0.090000,9.211284
400,1,390.96,20831.71,23344.37,285.51,511.71,1715.442815,0.088667,9.093333
400,1,260.46,13477.19,15634.69,429.68,454.27,1273.552716,0.059000,8.683229
400,1,229.19,12153.27,14212.14,258.08,748.90,1051.890556,0.051917,9.263582
400,1,347.78,18660.46,21491.38,148.32,1069.99,1612.613913,0.078833,9.408138
400,1,241.33,12726.60,14925.39,558.20,542.11,1098.477860,0.054667,9.016221
400,1,291.86,15531.78,17683.99,310.25,598.06,1243.900800,0.066167,8.696296
400,1,309.29,16734.43,18983.74,98.15,847.34,1303.829971,0.070167,8.886254
400,1,338.72,18382.59,20758.87,104.35,583.61,1688.328614,0.076833,9.183938
400,1,331.46,17155.51,20302.66,439.74,1196.08,1511.322552,0.075083,9.130149
400,1,362.90,19290.12,22290.73,303.68,888.14,1808.798693,0.082417,9.320574
400,1,345.66,18370.18,21389.31,266.74,969.84,1782.553464,0.078583,9.442726
400,1,199.76,10531.77,12362.09,289.36,601.90,939.061639,0.045250,8.900088
400,1,270.16,13667.35,16874.54,608.88,1005.82,1592.506245,0.061250,9.166951
400,1,319.82,17288.64,19340.89,179.16,474.83,1398.260386,0.072500,9.251765
400,1,273.79,14895.31,16762.45,98.15,635.52,1133.465017,0.062250,9.333604
400,1,288.87,15145.47,17881.55,492.99,748.27,1494.815783,0.065667,9.156859
400,1,211.30,11233.76,13139.96,217.81,628.11,1060.282224,0.047917,8.923102
400,1,204.68,10452.00,12621.11,268.34,939.57,961.205333,0.046417,9.061550
400,1,364.94,19605.03,22334.88,219.36,729.77,1780.723986,0.082667,8.913070
400,1,262.47,13706.00,16610.95,641.67,918.43,1344.853409,0.059667,9.157549
400,1,305.02,16343.55,18668.41,285.41,545.95,1493.496072,0.069167,9.184809
400,1,297.29,16412.47,18836.53,116.99,956.28,1350.786616,0.067750,9.251755
400,1,248.32,12576.71,15051.73,498.39,635.09,1341.537563,0.056250,8.958245
400,1,298.85,15673.31,18231.15,453.15,822.36,1282.328033,0.067750,9.173542
400,1,243.90,13180.15,15189.02,109.39,655.69,1243.786980,0.055250,9.078746
400,1,229.92,12458.76,14520.01,288.74,768.03,1004.467412,0.052083,9.179956
400,1,315.27,16962.23,19120.55,136.24,659.82,1362.257192,0.071417,9.095078
400,1,238.79,12687.01,14542.28,360.40,551.83,943.045829,0.054250,9.164440
400,1,321.53,17114.08,19743.21,417.51,689.00,1522.624682,0.072833,9.081154
400,1,349.29,19312.34,21804.55,119.79,833.62,1538.790403,0.079333,9.313667
400,1,287.68,15536.86,17518.82,147.90,535.90,1298.156191,0.065167,9.206387
400,1,382.79,20502.43,23643.87,153.86,1248.28,1739.297987,0.087000,9.457887
400,1,254.02,12927.66,15643.56,524.96,808.19,1382.751282,0.057667,9.320610
400,1,337.32,18098.62,20874.54,188.80,1004.71,1582.409008,0.076833,9.258506
400,1,409.59,22107.61,24566.96,171.80,534.42,1753.133375,0.092833,9.256976
400,1,312.60,17025.72,19143.44,146.42,710.21,1261.087009,0.070917,9.238509
400,1,309.02,16313.25,18886.97,313.77,951.51,1308.437550,0.070000,9.316212
400,1,208.22,11280.99,12685.83,176.14,349.20,879.486742,0.047167,8.794508
400,1,380.62,20632.46,23346.12,327.98,747.16,1638.521409,0.086667,8.418793
400,1,282.16,15785.48,17541.49,124.54,568.17,1063.301218,0.063917,4.554710
400,1,240.63,13108.96,14992.75,261.57,577.94,1044.282434,0.054667,4.517535
400,1,342.63,18318.90,20841.14,344.30,619.78,1558.165145,0.077667,4.505914
400,1,448.85,24302.31,27362.10,129.76,928.51,2001.523465,0.101833,4.542342
400,2,396.21,19234.31,23813.63,1274.19,1477.28,1827.838071,0.089750,9.469599
400,2,340.70,17937.22,22120.10,374.12,1553.82,2254.934125,0.082333,9.617818
400,2,420.93,20178.45,25223.52,1271.02,1770.54,2003.510423,0.095667,9.633714
400,2,280.53,13575.85,17499.33,1008.79,1394.79,1519.898618,0.064250,9.496686
400,2,446.74,22388.10,27661.46,378.08,1993.75,2901.535331,0.102750,9.452336
400,2,426.65,21913.55,26685.96,494.31,1598.77,2679.332176,0.099917,9.671805
400,2,660.03,34306.35,39698.77,590.14,1951.32,2850.958452,0.150583,9.527502
400,2,410.32,19943.01,24985.32,787.37,1812.81,2442.132161,0.094000,9.491144
400,2,325.38,15787.83,20168.40,1015.66,1435.41,1929.516523,0.074167,9.934383
400,2,428.24,21805.67,26032.82,625.65,1275.86,2325.649554,0.099000,9.614924
400,2,245.75,11765.29,15772.98,895.14,1384.66,1727.884773,0.056917,10.038774
400,2,240.40,11232.32,14797.12,1028.73,1092.78,1443.286748,0.054667,10.073772
400,2,273.09,13632.73,17140.58,652.21,1234.18,1621.463312,0.063250,9.529960
400,2,404.47,20918.81,25146.60,357.64,1641.94,2228.218415,0.094083,9.427616
400,2,335.66,16761.07,20419.22,468.24,1565.39,1624.518075,0.077667,9.141912
400,2,499.86,25265.12,30609.59,808.74,1970.96,2564.770453,0.114917,9.317867
400,2,478.01,23867.03,29032.19,702.56,1700.08,2762.515838,0.110250,9.405245
400,2,370.31,19084.39,22913.82,457.29,1279.58,2092.548777,0.085917,9.537470
400,2,391.86,19391.52,23760.40,818.47,1432.37,2118.036315,0.089417,9.393560
400,2,587.18,30673.88,35369.69,368.11,1337.01,2990.689311,0.134667,9.384550
400,2,437.11,22575.64,27311.91,697.76,1618.69,2419.832416,0.101333,8.894426
400,2,457.64,22882.35,27791.07,744.92,1649.14,2514.659602,0.105167,9.028632
400,2,342.65,16369.61,21162.10,928.45,1668.08,2195.954093,0.078250,9.029759
400,2,564.25,29612.32,34078.67,397.07,1546.22,2523.047633,0.130000,9.174424
400,2,383.09,19068.29,23332.89,670.05,1537.20,2057.349053,0.087917,9.570058
400,2,407.17,21360.36,26071.40,303.19,2167.40,2240.451162,0.097083,9.590971
400,2,536.08,27784.76,32549.61,731.98,1475.17,2557.695029,0.121750,9.291980
400,2,422.27,21501.53,26059.45,731.08,1577.41,2249.430191,0.097917,9.515265
400,2,413.34,20894.84,25593.83,615.92,1765.35,2317.714375,0.095500,9.286897
400,2,358.86,18455.75,22270.65,325.78,1342.42,2146.708045,0.083500,9.048856
400,2,370.09,18258.97,23097.89,707.09,1744.89,2386.947587,0.084583,9.268030
400,2,443.34,22904.36,26646.20,190.88,1332.50,2218.455535,0.100833,9.050319
400,2,393.63,18560.98,23494.50,1332.02,1555.91,2045.584538,0.089167,9.036164
400,2,420.04,21527.25,25995.98,464.26,1583.25,2421.225686,0.097333,9.313110
400,2,592.38,31430.78,36054.90,339.34,1356.38,2928.392503,0.137083,9.352034
400,2,430.08,22818.31,26283.80,214.83,1278.89,1971.773626,0.099000,9.138495
400,2,406.81,20667.22,25212.21,363.55,1714.30,2467.139940,0.093667,9.224188
400,2,332.04,16472.53,19902.23,597.64,1139.45,1692.617782,0.075583,8.909163
400,2,456.45,24329.83,28215.43,476.81,1320.44,2088.355658,0.104917,9.310072
400,2,448.18,23157.91,26718.35,302.16,1302.19,1956.092677,0.101833,9.133646
400,2,340.75,16501.67,21099.08,917.29,1738.63,1941.492089,0.078417,9.124145
400,2,384.43,20262.50,23420.64,442.16,939.23,1776.744124,0.088667,9.092639
400,2,473.94,24109.51,29382.01,311.59,1753.34,3207.569108,0.109833,9.427733
400,2,357.47,18250.15,21797.69,434.04,1407.23,1706.266337,0.081667,9.191626
400,2,287.34,13829.46,17807.76,941.69,1350.95,1685.659693,0.065583,8.819852
400,2,559.39,28974.71,33825.05,442.35,1587.00,2820.982999,0.129833,8.958993
400,2,309.15,15407.00,18836.95,505.85,1211.63,1712.461507,0.071083,9.184264
400,2,507.17,25687.12,30699.34,414.87,1746.29,2851.058888,0.117333,9.247066
400,2,598.98,30787.68,36347.71,880.43,2063.08,2616.510141,0.137083,9.250880
400,2,436.68,23032.19,26660.06,469.88,1190.85,1967.137505,0.101083,9.277183
400,2,486.37,24567.50,29085.21,413.86,1615.23,2488.629054,0.110333,9.149472
400,2,273.05,12289.95,16920.43,1418.45,1545.88,1666.142945,0.062833,9.000628
400,2,419.75,22023.28,25885.44,526.39,1217.89,2117.883249,0.096500,9.048147
400,2,445.54,22112.53,26777.70,814.37,1499.45,2351.342553,0.101083,9.213776
400,2,446.91,22566.03,26812.94,435.00,1364.56,2447.350728,0.101500,9.190323
400,2,346.17,16889.91,20930.74,1175.11,1039.57,1826.148101,0.078417,8.970173
400,2,492.18,25052.46,30095.61,398.57,1873.14,2771.436895,0.113167,9.148269
400,2,586.59,30656.08,35485.85,305.11,1727.53,2797.126730,0.134667,8.869494
400,2,315.29,15639.13,19453.52,695.94,1486.43,1632.027955,0.072833,9.047023
400,2,544.15,28290.45,32758.56,387.57,1619.46,2461.077414,0.124250,9.311140
400,2,423.04,21212.05,26102.08,547.98,1741.30,2600.753648,0.099000,9.037746
400,2,366.95,19091.29,22753.51,427.19,1397.24,1837.797669,0.086417,9.330353
400,2,458.75,23561.51,27334.25,639.19,1400.36,1733.197800,0.103917,8.922429
400,2,397.29,19862.93,24428.77,550.04,1605.64,2410.160044,0.090917,9.351931
400,2,433.37,22527.36,27071.46,448.89,1736.62,2358.592055,0.101917,8.938382
400,2,379.92,18500.92,22844.77,1015.84,1349.34,1978.668602,0.087167,9.333735
400,2,487.53,25268.78,29169.69,364.08,1212.71,2324.125290,0.111417,9.222449
400,2,520.39,26067.64,31233.36,648.93,1803.22,2713.561820,0.118250,9.495635
400,2,400.58,21257.54,25055.36,279.41,1536.76,1981.656237,0.094083,9.227194
400,2,474.84,23550.85,28808.71,1176.21,1576.69,2504.955265,0.107667,9.481059
400,2,432.95,22482.98,26746.95,386.38,1777.99,2099.599071,0.098917,9.425900
400,2,290.70,13839.47,18177.77,736.74,1591.68,2009.883715,0.067417,9.915125
400,2,644.99,32762.72,38312.65,324.44,2099.63,3125.862485,0.147750,9.076214
400,2,398.32,19941.59,24324.47,771.51,1699.78,1911.595250,0.090333,9.423348
