400,1,226.32,12234.07,15012.86,979.71,663.20,1135.882957
400,1,328.11,17643.79,21008.38,1035.43,569.98,1759.186992
400,1,393.73,18309.42,22352.48,1200.53,918.93,1923.599124
400,1,236.83,12357.04,14617.86,585.33,616.19,1059.315126
400,1,238.89,14148.77,16764.65,322.91,848.21,1444.764556
400,1,411.14,21279.65,25147.32,1205.17,588.42,2074.088884
400,1,325.91,16296.01,19919.28,938.97,846.88,1837.424781
400,1,321.30,18473.89,21973.15,944.72,624.39,1930.143149
400,1,214.18,12089.03,14608.56,543.89,734.45,1241.186332
400,1,237.00,13140.84,16309.01,945.95,719.57,1502.639373
400,1,325.15,15653.09,18634.21,797.66,519.80,1663.657511
400,1,284.83,14808.55,17359.97,672.46,621.96,1257.005581
400,1,241.02,12404.26,15660.32,981.86,605.20,1668.999457
400,1,357.65,17995.72,21613.76,1025.02,586.94,2006.083885
400,1,262.85,12784.28,15475.37,984.84,534.13,1172.123448
400,1,460.17,22967.29,26825.93,1040.50,633.47,2184.662179
400,1,436.15,21622.03,25265.45,560.94,1032.15,2050.329137
400,1,335.87,16309.68,19426.46,595.24,423.55,2097.987698
400,1,337.51,17138.87,20792.25,1241.91,603.94,1807.526644
400,1,333.17,17872.18,21691.55,1148.44,661.34,2009.596173
400,1,362.70,19607.64,23373.99,1065.68,735.08,1965.586740
400,1,215.03,12648.34,15663.58,825.43,588.74,1601.073163
400,1,367.53,17780.99,21082.79,769.05,754.89,1777.864842
400,1,362.97,20050.04,23826.11,1158.14,611.83,2006.110236
400,1,392.50,19641.81,23141.86,788.42,686.87,2024.763043
400,1,264.10,13305.36,15504.37,461.05,657.32,1080.628942
400,1,344.07,18225.54,21994.68,924.74,972.38,1872.013817
400,1,352.38,17261.11,20662.69,884.06,502.68,2014.837620
400,1,299.59,14422.46,17223.74,686.80,798.90,1315.582974
400,1,294.84,14441.34,18053.42,1173.64,580.49,1857.949371
400,1,358.70,18279.89,22151.31,1134.64,731.18,2005.600970
400,1,183.80,12020.05,13931.52,193.13,758.77,959.567969
400,1,384.27,18832.07,22508.13,801.03,868.34,2006.693695
400,1,228.15,12553.44,14911.45,389.81,715.87,1252.326952
400,1,309.09,18039.83,21362.84,695.09,1062.37,1565.557420
400,1,229.14,12699.91,15163.62,808.38,568.79,1086.528621
400,1,326.42,15414.82,18641.45,692.89,569.60,1964.140091
400,1,273.45,15596.06,18647.81,930.07,673.01,1448.669149
400,1,362.16,19718.22,23151.70,1256.06,593.18,1584.236131
400,1,384.61,18883.76,22602.96,1202.76,764.10,1752.337875
400,1,298.74,15071.53,18331.48,1059.21,653.99,1546.749432
400,1,188.45,10577.62,12849.87,586.98,718.76,966.514382
400,1,405.76,21754.70,25507.74,950.76,947.90,1854.379705
400,1,201.70,10951.20,13199.52,545.68,675.18,1027.457162
400,1,197.09,11071.03,13687.27,903.17,557.23,1155.837072
400,1,318.11,16020.10,20033.43,1321.75,782.57,1909.009079
400,1,266.67,13584.15,16902.49,1242.44,801.91,1274.001821
400,1,422.98,21058.75,24391.50,368.12,1042.64,1921.996784
400,1,327.51,17194.61,20186.57,463.94,960.59,1567.434910
400,1,200.61,10290.50,13156.69,1033.89,664.99,1167.305474
400,1,342.63,17733.98,21244.95,936.38,845.82,1728.772940
400,1,385.02,19100.06,22456.62,1052.97,638.76,1664.829212
400,1,202.91,12877.19,15147.76,541.93,687.52,1041.111024
400,1,298.54,15325.20,19467.21,1336.68,726.64,2078.687254
400,1,213.73,12838.55,16309.67,789.20,801.54,1880.377259
400,1,263.23,15561.70,18724.82,976.63,672.06,1514.427698
400,1,382.56,20848.22,24693.46,1083.17,660.63,2101.442088
400,1,421.43,21803.67,25232.31,838.72,602.53,1987.391932
400,1,280.07,13803.01,16994.54,1102.69,506.20,1582.639017
400,1,183.14,10087.77,12532.91,835.90,608.65,1000.585052
400,1,314.71,16824.32,20539.70,1127.64,870.79,1716.941776
400,1,294.37,14728.98,18219.36,1352.95,603.81,1533.612730
400,1,281.70,15464.58,18153.13,705.65,581.00,1401.892943
400,1,295.31,14867.05,17457.71,525.43,754.47,1310.763381
400,1,318.11,17246.58,20835.58,1085.03,616.93,1887.041780
400,1,306.39,16505.75,20029.40,997.31,900.60,1625.744605
400,1,386.23,18429.60,22179.32,900.18,890.98,1958.554409
400,1,349.01,17356.15,21059.71,839.93,962.26,1901.365081
400,1,185.65,9703.35,12146.87,862.79,561.43,1019.304200
400,1,317.67,16073.77,20184.50,1161.06,952.16,1997.515367
400,1,314.56,16837.33,19177.10,350.60,414.69,1574.474241
400,1,240.10,13092.50,15656.70,820.21,579.76,1164.236156
400,1,333.65,15657.65,19613.36,1317.19,857.78,1780.735423
400,1,196.58,10756.66,13299.59,761.05,578.85,1203.034765
400,1,173.55,9764.65,12165.80,722.27,654.49,1024.401643
400,1,365.92,19208.47,22529.02,648.68,651.99,2019.881093
400,1,328.13,17905.39,21700.42,1041.00,880.04,1873.984135
400,1,339.52,16569.45,20072.98,1113.00,583.32,1807.224551
400,1,256.87,14298.28,16914.30,494.46,816.91,1304.647290
400,1,289.16,14814.34,18475.87,1225.89,607.03,1828.617740
400,1,291.65,15649.95,19163.96,1293.30,699.69,1521.003409
400,1,233.67,11788.70,14855.21,1149.58,567.93,1349.013168
400,1,190.34,11337.66,13369.78,467.50,570.00,994.622904
400,1,280.53,15133.68,17953.37,797.74,605.51,1416.449605
400,1,267.46,13333.77,16242.95,1117.81,602.86,1188.516118
400,1,385.22,19493.99,23199.65,986.30,695.99,2023.359556
400,1,302.36,16906.15,20208.24,1091.53,656.91,1553.652190
400,1,262.35,14522.05,17362.58,910.91,502.58,1427.057038
400,1,364.08,18208.60,21759.93,749.05,1029.93,1772.352985
400,1,260.31,13196.62,16782.41,1194.97,752.08,1638.733712
400,1,285.09,16288.25,19889.71,1090.98,837.93,1672.544618
400,1,353.47,20638.96,24134.39,1057.52,574.15,1863.757841
400,1,255.69,15087.86,18002.20,871.41,746.74,1296.185071
400,1,301.11,15035.30,18315.36,1115.58,783.78,1380.696520
400,1,229.06,11365.31,14006.87,1036.13,487.98,1117.447594
400,1,354.44,19379.99,23013.29,1118.95,748.65,1765.700290
400,1,244.41,13846.84,16246.76,707.59,571.98,1120.346278
400,1,236.93,12852.31,15763.78,1114.64,559.53,1237.301621
400,1,390.16,19485.44,23312.68,1166.55,660.17,2000.521660
400,1,415.82,21735.14,25533.50,877.99,885.17,2035.201974
400,2,443.67,25126.65,30968.57,1842.47,1303.52,2695.933155
400,2,241.68,17560.96,21784.08,685.39,1174.12,2363.614355
400,2,477.44,26519.26,32568.68,1676.19,1383.24,2989.976620
400,2,290.60,17316.31,22027.93,1431.06,1073.94,2206.623203
400,2,337.50,22534.58,27789.57,867.85,1350.66,3036.488593
400,2,289.16,20436.43,24896.05,669.09,1145.70,2644.837214
400,2,605.70,35127.94,41791.82,1797.99,1484.84,3381.050257
400,2,358.49,22587.66,28143.67,1273.03,1332.91,2950.082616
400,2,312.33,19910.72,24651.86,1025.95,1102.57,2612.621666
400,2,418.89,24006.44,30204.84,1879.92,1227.70,3090.775855
400,2,247.87,15365.28,19590.46,949.15,980.11,2295.918957
400,2,266.32,15959.72,20079.05,1015.51,863.21,2240.623276
400,2,293.72,19261.04,23307.90,654.83,957.83,2434.196730
400,2,268.91,19755.04,23785.78,479.08,1238.88,2312.791302
400,2,308.45,18034.76,23107.39,1745.87,1276.00,2050.761166
400,2,397.17,25446.39,30881.80,1306.91,1360.16,2768.337447
400,2,466.78,26927.49,33135.35,1246.25,1492.27,3469.336628
400,2,330.53,20683.02,25027.09,665.93,1128.56,2549.575265
400,2,352.85,21082.52,26009.59,1170.76,1165.35,2590.962282
400,2,581.15,30176.61,37049.47,2020.17,1307.14,3545.558095
400,2,400.73,25390.70,30909.30,1260.11,1219.37,3039.124321
400,2,418.29,24480.39,29886.63,1209.74,1294.17,2902.339551
400,2,268.21,18587.58,23042.72,793.53,1085.90,2575.704910
400,2,504.77,29690.03,35544.77,1595.78,1362.72,2896.243278
400,2,351.62,22803.17,27536.02,1038.42,1089.54,2604.884452
400,2,235.68,18504.62,22265.68,454.29,1294.01,2012.763942
400,2,547.27,30814.24,36997.10,1615.32,1245.48,3322.054651
400,2,374.80,22385.30,27346.06,1095.73,1240.78,2624.248955
400,2,303.14,21373.75,25909.90,786.90,1213.53,2535.706039
400,2,325.16,19727.33,24784.83,1290.92,1190.85,2575.730499
400,2,308.53,20348.62,25191.70,891.55,1155.97,2795.558876
400,2,393.81,23164.92,27877.41,957.03,1152.81,2602.650582
400,2,477.31,26157.38,32388.34,1597.04,1400.81,3233.113043
400,2,383.84,21620.81,27404.99,1665.15,1359.00,2760.036245
400,2,567.15,30670.68,37211.25,1739.19,1458.06,3343.317037
400,2,393.28,21867.57,26940.32,1601.41,1262.85,2208.487544
